"spellname","checktime","signupdays","logindays","lastlogin","lastlogindiff","loginfrequency"
"zhangtianhua","2015/12/28 15:05:43","41","8","2016/2/2","5","0.1951"
"liwenying","2015/11/12 18:16:53","87","17","2016/2/2","5","0.1954"
"linshuang","2015/11/12 14:18:50","87","17","2016/1/26","12","0.1954"
"qianwenjing","2015/12/23 09:53:28","46","9","2016/1/27","11","0.1957"
"liuxinyan","2015/12/18 18:02:38","51","10","2016/2/5","2","0.1961"
"liruofei_1","2015/12/18 10:24:12","51","10","2016/1/20","18","0.1961"
"caoxiaoxiong","2015/12/18 14:18:51","51","10","2016/1/18","20","0.1961"
"renyuan","2015/9/7 10:46:42","153","30","2015/11/10","89","0.1961"
"zhangyan_1","2015/9/7 16:54:40","153","30","2015/11/16","83","0.1961"
"mawanyan","2015/10/23 14:40:30","107","21","2016/1/28","10","0.1963"
"jinxubei","2015/10/13 11:22:14","117","23","2016/1/21","17","0.1966"
"wangjunfei","2015/12/8 14:40:40","61","12","2016/2/5","2","0.1967"
"zhuyanli","2015/12/3 09:23:13","66","13","2016/2/2","5","0.1970"
"gaotiangeng","2015/12/3 08:57:40","66","13","2016/1/21","17","0.1970"
"shenxuanchu","2015/9/23 15:55:52","137","27","2016/1/28","10","0.1971"
"wanglin_2","2015/11/23 14:33:00","76","15","2016/2/5","2","0.1974"
"zhangqin_1","2015/11/23 11:33:44","76","15","2016/1/22","16","0.1974"
"yixiaohua","2015/11/18 11:59:06","81","16","2016/2/3","4","0.1975"
"liupeiling","2015/11/18 16:38:14","81","16","2016/1/8","30","0.1975"
"xiangyuming","2015/8/19 12:04:32","172","34","2016/2/5","2","0.1977"
"zhengyanhui","2015/10/29 10:32:22","101","20","2016/2/5","2","0.1980"
"zhongyangyi","2015/10/19 11:45:17","111","22","2016/2/4","3","0.1982"
"shifangzhou","2015/10/19 16:38:44","111","22","2016/1/13","25","0.1982"
"liuyuan","2015/10/14 10:08:07","116","23","2016/2/2","5","0.1983"
"mozhaode","2015/9/9 11:18:10","151","30","2016/1/4","34","0.1987"
"yangyuanyu","2015/8/20 16:01:23","171","34","2016/1/21","17","0.1988"
"sunxiaoyang","2016/1/13 13:50:17","25","5","2016/1/27","11","0.2000"
"liqinqin","2015/9/10 09:15:12","150","30","2015/11/16","83","0.2000"
"liuying_8","2016/1/13 16:09:53","25","5","2016/2/2","5","0.2000"
"wangyong_1","2016/1/18 09:41:49","20","4","2016/2/1","6","0.2000"
"wangda","2016/2/2 16:28:53","5","1","2016/2/2","5","0.2000"
"zhangbo_6","2016/1/18 14:20:17","20","4","2016/1/26","12","0.2000"
"zhangyanjun","2015/10/30 11:14:59","100","20","2016/2/1","6","0.2000"
"wufan1","2016/1/18 11:33:51","20","4","2016/2/2","5","0.2000"
"zhanghao_6","2016/2/2 11:07:24","5","1","2016/2/2","5","0.2000"
"shenjunjun","2016/1/13 14:06:40","25","5","2016/2/5","2","0.2000"
"tianchanghai","2015/12/14 16:57:54","55","11","2016/1/13","25","0.2000"
"yinhe","2015/12/14 17:03:19","55","11","2016/2/1","6","0.2000"
"lipeng_6","2016/1/8 15:48:35","30","6","2016/1/26","12","0.2000"
"huangxin_1","2016/2/2 10:36:27","5","1","2016/2/2","5","0.2000"
"yiyayun","2015/11/4 13:58:44","95","19","2016/1/20","18","0.2000"
"liuxu_1","2016/1/28 11:11:20","10","2","2016/1/29","9","0.2000"
"huyafeng","2016/1/18 16:42:19","20","4","2016/1/22","16","0.2000"
"xiezhimo","2016/2/2 09:34:53","5","1","2016/2/2","5","0.2000"
"xiongyuanyuan","2016/1/18 11:45:46","20","4","2016/2/4","3","0.2000"
"supingping","2016/2/2 17:24:43","5","1","2016/1/26","12","0.2000"
"wangqin_1","2016/1/13 14:52:32","25","5","2016/1/20","18","0.2000"
"shien","2016/1/18 16:05:21","20","4","2016/2/3","4","0.2000"
"quri","2016/1/8 10:04:09","30","6","2016/1/26","12","0.2000"
"zhangxu_1","2015/11/19 16:26:07","80","16","2016/1/19","19","0.2000"
"liyumeng","2015/10/20 15:20:20","110","22","2015/11/27","72","0.2000"
"liuzheming","2016/1/18 15:44:19","20","4","2016/1/22","16","0.2000"
"wulin","2016/1/18 16:52:24","20","4","2016/1/26","12","0.2000"
"huangjun","2016/1/8 10:26:57","30","6","2016/1/20","18","0.2000"
"tancuncheng","2016/2/2 09:13:43","5","1","2016/2/2","5","0.2000"
"liuyun_2","2016/2/2 13:52:17","5","1","2016/2/2","5","0.2000"
"leisheng","2016/1/13 13:40:35","25","5","2016/1/21","17","0.2000"
"guotianwen","2016/1/18 14:00:20","20","4","2016/1/27","11","0.2000"
"chenyong_2","2016/1/18 12:37:22","20","4","2016/1/22","16","0.2000"
"anchunxia","2016/2/2 10:29:57","5","1","2016/2/2","5","0.2000"
"zhangxinran","2016/1/18 13:25:08","20","4","2016/2/2","5","0.2000"
"shilingyun","2016/1/8 11:45:54","30","6","2016/2/3","4","0.2000"
"leiqiao","2016/2/2 11:43:37","5","1","2016/2/2","5","0.2000"
"shiyanchao","2016/1/13 16:10:12","25","5","2016/1/28","10","0.2000"
"zhangwenyao","2016/1/18 17:08:28","20","4","2016/1/29","9","0.2000"
"huanglei_2","2015/11/19 16:17:13","80","16","2016/1/4","34","0.2000"
"tanjiquan","2015/12/14 09:45:46","55","11","2016/2/2","5","0.2000"
"wumingyuan","2016/1/28 11:13:42","10","2","2016/1/29","9","0.2000"
"wangruidong","2015/9/25 10:23:46","135","27","2016/1/20","18","0.2000"
"huangjinyu","2016/1/28 10:45:30","10","2","2016/2/1","6","0.2000"
"wuxiaojuan","2016/2/2 09:35:18","5","1","2016/2/2","5","0.2000"
"weiyujin","2016/2/2 17:14:57","5","1","2016/2/2","5","0.2000"
"zhaoluoting","2016/1/8 17:14:31","30","6","2016/1/28","10","0.2000"
"zhongshuqing","2015/12/9 14:45:53","60","12","2016/1/25","13","0.2000"
"fanyuanyuan","2016/1/8 10:08:46","30","6","2016/2/5","2","0.2000"
"taorong","2015/10/10 10:17:09","120","24","2016/2/3","4","0.2000"
"xingfanghui","2016/1/8 10:36:42","30","6","2016/2/2","5","0.2000"
"chenxiaohua","2016/2/2 17:07:28","5","1","2016/2/2","5","0.2000"
"hudongyue","2016/2/2 10:33:53","5","1","2016/2/2","5","0.2000"
"liyingmei","2016/2/2 16:43:35","5","1","2016/2/3","4","0.2000"
"yanguangxing","2016/2/2 17:46:53","5","1","2016/2/3","4","0.2000"
"wangwei_10","2015/12/29 15:34:49","40","8","2016/2/3","4","0.2000"
"zhangru","2016/2/2 16:58:04","5","1","2016/2/3","4","0.2000"
"wangyuqiang","2016/2/2 14:14:08","5","1","2016/2/4","3","0.2000"
"zengbaihui","2016/2/2 17:07:19","5","1","2016/2/2","5","0.2000"
"shaozhicheng","2015/10/21 15:03:05","109","22","2016/2/4","3","0.2018"
"lifei","2015/10/26 15:18:17","104","21","2015/12/25","44","0.2019"
"gulinzhe","2015/11/5 13:37:19","94","19","2015/12/4","65","0.2021"
"qindongyu","2015/11/10 11:58:16","89","18","2016/2/2","5","0.2022"
"jiangxiaobo","2015/11/10 16:49:12","89","18","2016/2/4","3","0.2022"
"zhailuqiong","2015/11/20 16:15:47","79","16","2016/1/6","32","0.2025"
"jiayongyi","2015/11/20 11:04:26","79","16","2016/1/22","16","0.2025"
"zhangwanbi","2015/9/7 18:19:35","153","31","2016/1/15","23","0.2026"
"yangwenhao","2015/11/25 17:45:11","74","15","2016/1/26","12","0.2027"
"wangyulin","2015/9/17 09:44:28","143","29","2016/1/25","13","0.2028"
"shilei","2015/12/10 17:27:45","59","12","2016/1/28","10","0.2034"
"ouyangzhenhua","2015/12/10 14:14:08","59","12","2016/1/8","30","0.2034"
"chenyingying","2015/8/24 11:15:09","167","34","2015/12/28","41","0.2036"
"longtao","2015/12/15 10:38:46","54","11","2016/2/5","2","0.2037"
"gaohuan","2015/10/22 15:06:07","108","22","2016/2/3","4","0.2037"
"panghui","2015/12/15 09:14:15","54","11","2016/2/5","2","0.2037"
"yuzhipeng","2015/12/15 14:52:42","54","11","2016/1/15","23","0.2037"
"sundengao","2015/10/22 10:40:27","108","22","2016/1/15","23","0.2037"
"zhandejie","2015/10/27 11:19:36","103","21","2016/1/19","19","0.2039"
"lijin","2015/9/18 11:28:23","142","29","2016/1/22","16","0.2042"
"jinping","2015/9/18 17:08:01","142","29","2016/2/4","3","0.2042"
"tanglian","2015/11/6 15:02:22","93","19","2016/2/3","4","0.2043"
"guohuan","2015/9/23 17:18:58","137","28","2015/11/19","80","0.2044"
"honghuimei","2015/12/25 10:53:58","44","9","2016/2/2","5","0.2045"
"zhangzhengshuo","2015/12/25 15:57:49","44","9","2016/1/25","13","0.2045"
"haoyuanyuan","2015/11/11 11:05:33","88","18","2016/1/25","13","0.2045"
"tianchenli","2015/9/9 14:57:49","151","31","2016/1/22","16","0.2053"
"zhangyong","2015/9/9 14:34:29","151","31","2016/1/7","31","0.2053"
"leichaoli","2015/11/26 11:10:01","73","15","2016/1/27","11","0.2055"
"chenxiaodong","2015/11/26 13:55:53","73","15","2016/2/2","5","0.2055"
"liyang_4","2015/11/26 12:02:13","73","15","2016/1/27","11","0.2055"
"yinyouguo","2016/1/4 11:37:06","34","7","2016/1/28","10","0.2059"
"hongjinning","2016/1/4 15:02:58","34","7","2016/1/19","19","0.2059"
"yefei","2016/1/4 17:20:18","34","7","2016/1/26","12","0.2059"
"zhangyang","2015/8/26 10:11:34","165","34","2015/11/18","81","0.2061"
"huashaoru","2015/9/10 08:34:10","150","31","2016/1/27","11","0.2067"
"chenyuan","2015/10/14 11:45:20","116","24","2016/1/22","16","0.2069"
"xuqing","2015/11/12 09:31:58","87","18","2015/12/23","46","0.2069"
"weiying","2015/11/12 11:44:39","87","18","2016/2/4","3","0.2069"
"zhoujili","2015/11/17 17:03:51","82","17","2016/1/18","20","0.2073"
"zhangyunying","2015/11/17 17:16:01","82","17","2015/12/25","44","0.2073"
"ganshicheng","2015/12/16 15:27:00","53","11","2016/1/22","16","0.2075"
"liuzhirui","2015/9/1 15:58:24","159","33","2015/12/24","45","0.2075"
"qinqin","2015/12/16 13:33:44","53","11","2016/1/27","11","0.2075"
"sunhui","2015/10/29 16:05:58","101","21","2016/1/5","33","0.2079"
"liqiyu","2015/8/18 09:50:59","173","36","2016/1/20","18","0.2081"
"xiexuerong","2015/10/10 13:37:23","120","25","2016/1/11","27","0.2083"
"qiantianqi","2016/1/14 16:34:52","24","5","2016/1/25","13","0.2083"
"mengqingxu","2016/1/14 11:36:31","24","5","2016/1/26","12","0.2083"
"heshuangying","2015/10/15 15:44:28","115","24","2016/1/7","31","0.2087"
"liubiao","2015/9/2 10:20:08","158","33","2016/1/19","19","0.2089"
"zhangxian","2015/12/2 11:21:03","67","14","2016/1/26","12","0.2090"
"tianhuasheng","2015/12/2 10:45:20","67","14","2016/1/19","19","0.2090"
"xushiyang","2015/10/20 14:33:30","110","23","2016/1/26","12","0.2091"
"huyue","2015/9/17 16:39:10","143","30","2015/11/18","81","0.2098"
"zhaohuaci","2015/11/18 16:22:55","81","17","2016/2/4","3","0.2099"
"wangxiaotao","2015/11/18 16:31:48","81","17","2016/2/2","5","0.2099"
"lijinfang","2015/9/8 17:39:06","152","32","2016/1/25","13","0.2105"
"jiangying_8","2016/1/19 10:09:16","19","4","2016/1/26","12","0.2105"
"mabaohua","2016/1/19 10:50:08","19","4","2016/2/3","4","0.2105"
"chenyan_1","2015/9/8 10:43:32","152","32","2016/1/11","27","0.2105"
"dongjia","2016/1/19 09:55:57","19","4","2016/1/28","10","0.2105"
"zhaopeng","2016/1/19 14:21:47","19","4","2016/2/4","3","0.2105"
"fangli_3","2016/1/19 11:29:31","19","4","2016/1/22","16","0.2105"
"fengweigang","2016/1/19 16:42:54","19","4","2016/2/3","4","0.2105"
"miaochengfeng","2016/1/19 16:53:36","19","4","2016/1/27","11","0.2105"
"luowei_2","2016/1/19 16:13:13","19","4","2016/2/1","6","0.2105"
"baiying","2016/1/19 10:45:14","19","4","2016/2/2","5","0.2105"
"jiaxiaoning","2016/1/19 15:25:21","19","4","2016/2/3","4","0.2105"
"zhuzhongtang","2016/1/19 17:01:32","19","4","2016/1/22","16","0.2105"
"libei","2015/9/8 10:09:53","152","32","2016/1/28","10","0.2105"
"zhangli_12","2016/1/19 16:55:42","19","4","2016/2/1","6","0.2105"
"shuxun","2016/1/19 15:10:53","19","4","2016/1/27","11","0.2105"
"biyifei","2016/1/19 15:15:24","19","4","2016/2/1","6","0.2105"
"liujian","2015/8/25 18:11:52","166","35","2016/2/3","4","0.2108"
"yantao","2015/10/21 14:12:13","109","23","2016/1/19","19","0.2110"
"wanghuan1","2015/12/17 09:46:43","52","11","2016/2/1","6","0.2115"
"sunkai_1","2015/12/17 16:46:21","52","11","2016/1/28","10","0.2115"
"zhangzhantao","2016/1/5 13:58:50","33","7","2016/1/13","25","0.2121"
"mengyang","2016/1/5 15:30:16","33","7","2016/1/28","10","0.2121"
"zhangtao_3","2016/1/5 14:27:07","33","7","2016/1/18","20","0.2121"
"nilisha","2015/11/19 17:04:19","80","17","2016/2/2","5","0.2125"
"fangmin","2015/12/22 14:51:13","47","10","2016/1/15","23","0.2128"
"yanlianjie","2015/12/8 14:06:21","61","13","2016/1/26","12","0.2131"
"yiqikun","2015/10/8 10:29:06","122","26","2016/2/4","3","0.2131"
"wangcanhua","2015/12/8 11:35:37","61","13","2016/1/25","13","0.2131"
"quli","2015/11/24 13:46:44","75","16","2015/12/17","52","0.2133"
"sundanni","2015/11/24 15:20:09","75","16","2016/2/4","3","0.2133"
"xuhongyue","2015/11/24 10:38:47","75","16","2016/1/18","20","0.2133"
"tanying","2015/8/27 11:45:58","164","35","2016/2/5","2","0.2134"
"xiejia","2015/8/27 10:26:14","164","35","2015/12/7","62","0.2134"
"zhangliang_3","2015/10/27 10:12:28","103","22","2016/2/5","2","0.2136"
"wuyongli","2015/10/23 10:27:54","107","23","2016/1/18","20","0.2150"
"bufangchao","2015/11/6 09:07:39","93","20","2016/2/4","3","0.2151"
"sunqian_1","2015/11/20 17:19:54","79","17","2016/2/4","3","0.2152"
"yangshuyan","2015/11/20 09:43:31","79","17","2016/2/1","6","0.2152"
"wangshijie","2015/9/16 09:08:12","144","31","2016/1/28","10","0.2153"
"machao","2015/12/4 15:35:09","65","14","2016/2/3","4","0.2154"
"xuetianhao","2015/12/4 10:33:44","65","14","2016/2/4","3","0.2154"
"qiyan","2015/10/28 14:06:02","102","22","2016/1/27","11","0.2157"
"liuxuan","2015/9/21 10:42:52","139","30","2016/1/27","11","0.2158"
"qufenge","2015/11/25 11:20:13","74","16","2016/2/4","3","0.2162"
"linzhimin","2015/12/9 14:56:02","60","13","2016/1/11","27","0.2167"
"mozhenqiu","2015/10/10 10:58:53","120","26","2016/1/21","17","0.2167"
"liushaohua","2015/9/8 10:55:41","152","33","2015/11/11","88","0.2171"
"liaojie","2016/1/15 15:59:12","23","5","2016/2/3","4","0.2174"
"jinqing","2016/1/15 10:47:48","23","5","2016/1/26","12","0.2174"
"zhangaiai","2016/1/15 16:22:44","23","5","2016/1/25","13","0.2174"
"qujinfeng","2015/12/23 11:15:53","46","10","2016/2/4","3","0.2174"
"gejianming","2015/12/14 14:13:16","55","12","2016/1/20","18","0.2182"
"ganxiaoming","2015/12/14 18:01:45","55","12","2015/12/29","40","0.2182"
"hezhi","2015/8/26 17:48:36","165","36","2016/1/13","25","0.2182"
"shenjue","2016/1/6 16:15:49","32","7","2016/1/29","9","0.2188"
"yuli_3","2016/1/6 11:59:05","32","7","2016/1/20","18","0.2188"
"zhangzhenguo","2016/1/6 15:25:55","32","7","2016/1/27","11","0.2188"
"wangbenfu","2015/10/16 09:03:59","114","25","2016/1/13","25","0.2193"
"wanglu_1","2015/8/27 08:55:47","164","36","2015/11/17","82","0.2195"
"kangguangbing","2015/12/28 15:13:46","41","9","2016/1/21","17","0.2195"
"yangbing","2015/8/27 10:04:46","164","36","2016/2/4","3","0.2195"
"huhang","2015/9/10 09:41:15","150","33","2016/1/28","10","0.2200"
"liuchunhua","2015/10/12 16:29:50","118","26","2016/2/2","5","0.2203"
"huanghe","2015/10/12 14:47:31","118","26","2016/1/7","31","0.2203"
"fanmengying","2015/8/28 10:05:30","163","36","2015/10/29","101","0.2209"
"zhangjie_3","2015/10/26 09:01:30","104","23","2016/2/3","4","0.2212"
"xufan","2016/1/11 17:31:43","27","6","2016/2/5","2","0.2222"
"maxiaorui","2016/1/20 11:15:24","18","4","2016/1/26","12","0.2222"
"chendi3","2015/11/18 16:22:56","81","18","2016/1/14","24","0.2222"
"zhanchengqi","2016/1/29 09:36:09","9","2","2016/2/5","2","0.2222"
"yuedanxia","2015/11/18 11:09:04","81","18","2016/2/5","2","0.2222"
"zhurong","2016/1/29 14:53:15","9","2","2016/2/1","6","0.2222"
"chenlijun","2016/1/11 17:16:48","27","6","2016/1/22","16","0.2222"
"sunyangyang","2016/1/20 15:55:00","18","4","2016/2/2","5","0.2222"
"chenle","2016/1/20 11:15:57","18","4","2016/2/4","3","0.2222"
"gongpeipei","2016/1/11 09:03:20","27","6","2016/2/5","2","0.2222"
"zhangyouyu","2016/1/29 15:33:33","9","2","2016/2/1","6","0.2222"
"zhanghongyu","2016/1/11 15:59:22","27","6","2016/1/18","20","0.2222"
"zhangli_7","2015/12/24 15:45:32","45","10","2016/1/25","13","0.2222"
"fengzhaochen","2016/1/29 09:50:59","9","2","2016/1/28","10","0.2222"
"caiyunkai","2016/1/29 09:03:48","9","2","2016/2/3","4","0.2222"
"fengyun_1","2015/12/15 14:38:00","54","12","2016/2/2","5","0.2222"
"guonan_1","2016/1/11 16:20:06","27","6","2016/1/18","20","0.2222"
"fuzhen","2016/1/29 15:06:44","9","2","2016/2/3","4","0.2222"
"zenglingfang","2016/1/29 09:02:53","9","2","2016/1/27","11","0.2222"
"lijinping_2","2016/1/29 09:03:06","9","2","2016/1/28","10","0.2222"
"fangli","2015/12/24 11:11:34","45","10","2016/1/20","18","0.2222"
"zhangmao","2016/1/11 15:11:30","27","6","2016/1/19","19","0.2222"
"liuqun","2015/9/7 10:32:18","153","34","2015/12/16","53","0.2222"
"panxiaoyun_1","2016/1/11 17:40:41","27","6","2016/1/26","12","0.2222"
"linzelong","2015/8/25 15:55:39","166","37","2015/12/31","38","0.2229"
"chenyang","2015/11/5 11:14:04","94","21","2016/1/28","10","0.2234"
"xiaoheng","2015/11/23 14:03:24","76","17","2016/2/4","3","0.2237"
"zhouliang","2015/11/23 11:11:47","76","17","2016/1/6","32","0.2237"
"huangbofan","2015/11/23 11:57:17","76","17","2016/1/28","10","0.2237"
"zhaoming_1","2015/12/2 16:07:16","67","15","2016/2/3","4","0.2239"
"jiangjuan","2015/8/26 18:02:00","165","37","2016/1/7","31","0.2242"
"baoyongzhe","2015/10/23 10:35:53","107","24","2016/2/5","2","0.2243"
"quwen_1","2015/11/10 15:42:09","89","20","2016/1/22","16","0.2247"
"xuying_3","2015/11/10 14:13:06","89","20","2016/1/20","18","0.2247"
"kongxiangnan","2015/12/29 14:30:38","40","9","2016/1/21","17","0.2250"
"wangxiaoran","2015/12/29 10:37:56","40","9","2016/2/4","3","0.2250"
"wangtaihua","2015/9/9 10:13:23","151","34","2016/1/25","13","0.2252"
"xiepei","2015/10/28 17:29:23","102","23","2016/2/2","5","0.2255"
"yijie","2015/10/28 14:32:26","102","23","2016/2/2","5","0.2255"
"wantingyu","2015/8/27 12:05:56","164","37","2016/2/5","2","0.2256"
"yangyang","2015/8/27 10:44:16","164","37","2016/2/2","5","0.2256"
"wangjiao1","2016/1/7 12:00:16","31","7","2016/2/4","3","0.2258"
"liukai_3","2016/1/7 15:33:28","31","7","2016/1/25","13","0.2258"
"heguowei","2015/12/7 15:10:36","62","14","2015/12/25","44","0.2258"
"zhouyuting_1","2016/1/7 14:55:34","31","7","2016/1/28","10","0.2258"
"zhengqingyuan","2016/1/7 09:37:16","31","7","2016/1/20","18","0.2258"
"chenchen_2","2015/10/15 15:29:24","115","26","2016/2/3","4","0.2261"
"zhangxiang","2015/8/28 11:08:17","163","37","2015/11/18","81","0.2270"
"ruyuzhuo","2015/10/20 09:25:34","110","25","2016/2/4","3","0.2273"
"zhaijianye","2015/12/25 10:56:22","44","10","2016/2/1","6","0.2273"
"liuming_1","2015/12/25 13:57:25","44","10","2016/1/22","16","0.2273"
"chenchaoqiang","2015/8/24 15:58:18","167","38","2016/2/1","6","0.2275"
"cuiyun","2015/9/15 14:15:30","145","33","2015/12/24","45","0.2276"
"chenweichao","2015/10/12 16:21:05","118","27","2016/2/4","3","0.2288"
"duyao","2015/9/29 15:40:10","131","30","2015/11/18","81","0.2290"
"liudongsheng","2015/10/21 15:51:21","109","25","2016/2/2","5","0.2294"
"hezhongbin","2015/12/8 15:50:24","61","14","2016/2/2","5","0.2295"
"changmingyue","2015/11/12 15:19:39","87","20","2016/2/2","5","0.2299"
"xiongqiongqiong","2015/8/13 15:24:42","178","41","2015/12/23","46","0.2303"
"liuruihua","2015/9/8 09:36:21","152","35","2015/11/17","82","0.2303"
"zhuzhenteng","2016/1/25 13:38:30","13","3","2016/1/27","11","0.2308"
"dangyixin","2016/1/25 09:28:12","13","3","2016/1/27","11","0.2308"
"yuxiaohui","2016/1/25 15:29:28","13","3","2016/1/28","10","0.2308"
"liyanlong","2016/1/12 13:43:35","26","6","2016/1/22","16","0.2308"
"wangrui_9","2016/1/25 16:59:44","13","3","2016/1/28","10","0.2308"
"wangxi_1","2015/12/30 11:26:48","39","9","2016/2/5","2","0.2308"
"huangyan_8","2016/1/12 16:39:31","26","6","2016/1/28","10","0.2308"
"zhangyong_1","2015/9/17 14:56:18","143","33","2016/1/29","9","0.2308"
"wangwanjun","2015/10/26 14:40:45","104","24","2016/1/7","31","0.2308"
"zhangchaofan","2015/9/17 15:53:06","143","33","2016/2/5","2","0.2308"
"jiabo","2016/1/12 10:01:06","26","6","2016/1/20","18","0.2308"
"chenjiemin","2016/1/25 16:39:56","13","3","2016/1/28","10","0.2308"
"dongtao","2015/11/4 13:52:06","95","22","2016/2/1","6","0.2316"
"yanyan_3","2015/11/30 10:44:26","69","16","2016/1/22","16","0.2319"
"zhangbojian","2015/9/22 11:03:14","138","32","2016/2/5","2","0.2319"
"caohaojun","2015/11/30 16:25:40","69","16","2016/2/3","4","0.2319"
"wangluyao","2015/11/13 10:00:43","86","20","2016/1/25","13","0.2326"
"xiongguangping","2016/1/8 09:22:53","30","7","2016/1/22","16","0.2333"
"zhangyujie","2015/9/10 09:00:50","150","35","2016/1/14","24","0.2333"
"chengzigang","2016/1/8 15:12:41","30","7","2016/1/18","20","0.2333"
"zhangbo1","2015/12/9 11:21:06","60","14","2016/1/26","12","0.2333"
"shangyuntao","2016/1/8 15:35:59","30","7","2016/1/18","20","0.2333"
"liuqin","2015/10/23 10:27:57","107","25","2016/1/7","31","0.2336"
"zhujixiang","2015/10/19 16:07:44","111","26","2016/1/27","11","0.2342"
"pengcaijun","2015/7/30 15:17:42","192","45","2016/1/25","13","0.2344"
"qiaoxiaojuan","2015/11/18 15:07:49","81","19","2016/2/4","3","0.2346"
"luyanzhao","2015/11/18 10:16:00","81","19","2016/2/5","2","0.2346"
"yangweiwei","2015/8/25 15:19:43","166","39","2016/2/1","6","0.2349"
"zhongyanzhen","2016/1/4 16:18:27","34","8","2016/1/20","18","0.2353"
"lianglusha","2015/10/28 13:40:37","102","24","2016/2/2","5","0.2353"
"lilun","2016/1/21 15:37:30","17","4","2016/1/27","11","0.2353"
"zhouyongting","2016/1/21 14:53:21","17","4","2016/1/28","10","0.2353"
"zhangrun","2016/1/21 15:43:37","17","4","2016/2/3","4","0.2353"
"guotengzhen","2016/1/4 16:19:10","34","8","2016/1/13","25","0.2353"
"yufeng","2016/1/21 14:03:43","17","4","2016/2/3","4","0.2353"
"pengguanbo","2016/1/21 10:35:17","17","4","2016/1/26","12","0.2353"
"dongying_2","2015/11/10 15:41:57","89","21","2016/2/5","2","0.2360"
